,Date,Notes,Commentaires
10,nov. 2023,"3,0","Merci de faire la poussière sur les bouteilles sur les étagères, il y en avait même sur une orchidée…ça ne fait pas sérieux"
11,oct. 2023,"5,0","Très bon moment dans un cadre chaleureux et réconfortant 
Service agréable, prévenant 
Cuisine bistronomique sans fausse note
Carte des vins intéressante et bien mise en valeur 
Bon rapport qualité prix"
12,oct. 2023,"1,0","Accueil avec de la musique de vogue  … on a omis de nous dire qu’il y avait soirée animation lors de notre réservation 
On nous a collés au fond dans un coin «  punis de nous être plaints du bruit « 
Serveur décontracté , obligation de prendre une 50 cl ici pas de vin au verre 
30 seconde après commande arrive notre plat poulet baignant dans la crème champignons seule l’assiette était chaude 
La crème brûlée au marrons … quid de la crème brûlée quid des marrons 
D’ailleurs on laisse ne sachant ce que l’on mange 
92 e ça reste au travers de la gorge pour un accueil déplorable un service moyen des plats «  flunch « 
Au prix 6eme Lyon"
13,oct. 2023,"5,0","Agréable terrasse, avec des serveurs efficaces et agréables. Le petit plus pour moi enfin de la bière SANS gluten dans un bar Lyonnais et en plus en pression.... J'y retournerai😃"
14,juin 2023,"5,0","Une excellente cuisine, un cadre très agréable et un service parfait. Le restaurant dispose pr ailleurs d’une très agréable terrasse !"
15,mars 2023,"4,0",Un bon repas dans un cadre agréable et cosy. Passer un bon moment avec une cuisine  accueillante et de bon aloi. Le choix des vins est adapté et parfait.
16,mars 2023,"1,0","Je suis un Habitué depuis plus de 20 ans mais je ne me retrouve plus en rien dans cet Établissement qui fut une Institution du 6ème Arrondissement de Lyon.
Je ne souhaite qu'une seule Chose : que le Niveau d'Antan soit à nouveau au Rendez-vous et que je puisse retrouver mes habitudes."
17,janv. 2023,"1,0","Arrivée en famille. Joli extérieur, mais accueil exécrable, serveur pas aimable, antipathique, et serveuses hélas inexpérimentées. Bref à éviter !!!"
18,déc. 2022,"5,0","Au Retour de la visite du Parc de la Tête D'or, nous croisons sur le chemin ce restaurant extérieurement très accueillant.
Nous sommes 6 sans réservation, et le personnel nous trouve une solution pour nous accueillir. C'est assez rare à Lyon pour le signaler. 
Personnel très accueillant avec un clin d'œil à notre serveur tres souriant du jour ""Super Génial "", les habitués comprendront.
Côté plat, rien à dire. Nous testons le plat du jour viande pour certains et poisson pour d'autres, ainsi que le Burger.
Contrairement aux avis que j'ai pu lire, je ne vois pas quoi reprocher, le rapport qualité prix était excellent. J'ajouterai même que cet établissement mérite un meilleur classement. 
Je recommande "
19,nov. 2022,"1,0","Quelle déception.....
Prix très élevé au vue de la quantité dans l'assiette et heureusement que j'ai pris le format maxi..... à 26 euros !!!
La serveuse qui n' apporte ni serviette, ni eau ni pain si je n'avais pas demandé.
Le cadre est super mais ça ne fait pas tout.
C'était une première et assurément la dernière  !!!! "
20,nov. 2022,"5,0","Service très professionnel et attentionné 
Assiette copieuse et très gastronomique 
Serveurs et serveuses très attentifs on étaient 2 adultes et 2 enfants 2-6 ans
Tarif raisonnable 135€ pour 2 menus enfants et 3 apéritifs et 1 bouteille de vin et 2 plats et un dessert 
Cervelle des canuts exceptionnelle !!!!"
21,oct. 2022,"3,0","Je n’ai pas l’habitude de critiquer les restaurants mais celui ci m’a tellement déçue que je prends 5 minutes

Tres cher avec une toute petite quantité dans l’assiette (c’était une entrée certes, mais là on était plutôt sur un amuse bouche).
Rillettes de poisson tellement salées qu’on en a pas senti le goût du poisson."
22,oct. 2022,"3,0","Menu du avec entrée et plat du jour. Entrée assez froide donc je suppose qu’elle venait d’être décongelée. Plat bon et café gourmand également, servi avec 3 bons gâteaux , surtout le riz au lait qui était parfait pas trop sucré. 
Je n’ai pas regardé aven les commentaires car repas d’affaires mais si je lisais ce que la dame qui allaite a marqué, je ne serais pas allée. C’est sûr que je ne retournerai plus."
23,sept. 2022,"1,0","Nous étions clients plus ou moins réguliers….
Je dis bien étions car aujourd’hui ce monsieur ( le patron ) s’est permis de donner à mon compagnon une consigne : lors de nos prochaines visites il nous est demandé que j’allaite en mode “caché” car cela le gêne ( lui uniquement puisque personne ne s’est plaint ) .

Je vous rassure je ne me balade pas le sein à l’air dans l’établissement je reste à ma place, de manière discrète.
Visiblement pas assez …

De plus ce monsieur doit avoir un gros problème avec le genre féminin puisqu’il ne s’est adressé qu’à mon compagnon mais surtout pas à moi.
Quand j’y suis retourné pour lui faire part de mon étonnement et mécontentement celui-ci n’a surtout pas tenu à s’excuser mais m’a demander de “ne pas faire une esclandre”
J’imagine qu’il était très mal à l’aise puisque personne n’a été gêné ( d’ailleurs personne ne l’a obligé à regarder hein…. )

Cette attitude est absolument intolérable, nous ne mettrons plus jamais un pied dans cet établissement rétrograde"
24,août 2022,"4,0","L’accueil et le service sont excellents le serveur est professionnel; le plat principal était très goûteux et copieux, le vin blanc servi à la bonne température. Par contre très déçue par  le dessert qui était très  médiocre : un crumble aux figues revisité : figue en morceaux autour de l’intérieur  d’une coupelle avec quelques mini meringues bleu azur qui ne donnent pas trop envie d’être croquées , une petite touche de chantilly au centre ☹️ …  Bref, des figues aux meringues ! Le chef aurait mieux fait de s’en tenir à la recette traditionnelle"
25,août 2022,"1,0","Aucun plat à 20 euros alors que c est proposé sur le menu ! Le serveur a juste répondu : pas ce soir !! J ai donc commandé un risotto aux gambas et chorizo. Le plat a été servi avec une gambas et deux rondelles de chorizo . Soyons juste le risotto était copieux..  grande plâtrée !! Ce plat est facturé 28,50 euros. La gambas est devenue très cher. Pour moi c est un non respect du client mais aussi de la profession.  Quel dommage, le Rive Gauche était une belle adresse ... serait ce devenu un attrape..."
26,août 2022,"5,0","Excellente cuisine avec excellent service. Cadre agréable. Sourire et professionnalisme. Excellents cocktails
Cabillaud gambas pâtes hamburger, beaucoup de choix"
27,juin 2022,"3,0",Très serrés et bruyant. Choix du plat du jour et café gourmand pour 20 euros. Poulet et pommes grenailles et 3 minuscules gâteaux avec le café gourmand. Vin très cher et pas de possibilité de prendre un pot de côtes à Lyon ! C'était bondé !
28,mai 2022,"4,0","Allez manger au rive gauche et vous ne serez pas déçu, toujours frais et succulent. RIEN A DIRE BRAVO"
29,avr. 2022,"4,0","Bon accueil, personnel sympathique et professionnel. Service rapide et plats de bonne qualité pour un prix correct."
30,avr. 2022,"5,0","Très bon moment passé pour un déjeuner en ce dimanche Pascal. Terrasse agréable, service attentionné et professionnel. Je trouve que cet établissement est dans la constante aussi bien en qualité qu’en service, nous y allons 1 à 2 fois par an et nous n’avons jamais été déçues. Je déplore le commentaire précédent qui critique l’accueil, c’est abusé de s’incruster en terrasse pour boire un café et manger une pâtisserie achetée en face ! C’est de la provoc ! Quel manque de savoir vivre ! 
Bref, je félicite toute l’équipe pour leur professionnalisme ."
31,avr. 2022,"2,0","Le propriétaire me fait la leçon en terrasse car je ne peux pas manger un cookie que j’ai acheté en face chez Bernachon et dont je me suis fait la formidable idée de le manger avec un café au soleil de la terrasse du Rive gauche.
Depuis le changement de propriétaire, nous avons affaire à un dictateur qui dicte sa loi à des habitués en nous précisant qu’il a tout ce qu’il faut à vendre dans son établissement.
C’est déjà la deuxième fois qu’il me fait une remarque car la première je venais de la boulangerie pour acheter mon pain et je m’étais arrêté boire un café. Il m’avait tout de suite fait la remarque que je ne pourrai pas manger mon pain avec mon café car il vendait des tartines ! De qui se moque t on ?
Lamentable…."
32,mars 2022,"2,0","Pas très bon, surfait et peu de changement dans la carte d’une fois sur l’autre. Goûts des plats mal équilibrés, la cuisine  manque vraiment de finesse"
33,févr. 2022,"5,0",Je ne disposais que d’une demie heure pour déjeuner et j’ai pu prendre le temps de manger tranquillement un plat du jour et un dessert gourmand. Le plat du jour poisson était délicieux et copieux et le café gourmand bien garni. Le personnel est très efficace et adorable.
34,déc. 2021,"1,0","Le nouveau  repreneur a eu un comportement pour le moins très limite. Il y a une semaine, j'étais en terrasse, le matin,  assise au froid car la personne qui m'accompagnait avait  un chien (normal qu'on se mette dehors).  Je commande un capuccino, mon collègue un chocolat et mon fils de 7 ans ne souhaitait rien boire.
Quant on a passé la commande, le gérant nous a dit que ce n'était pas possible de commander 2 boissons au lieu de 3 et nous a dit de partir si on ne prenait pas une 3 ème boisson. J'ai été sidérée par son comportement. Quelle personnalité avare. A fuir avec des gens comme ça, aller ailleurs il y a tellement de café/restaurant dans le 6 eme ou les gens sont accueillants et chaleureux"
35,nov. 2021,"4,0","J ai commandé un tartare de dorade aux légumes de saison. Excellent, fin, frais, je me suis régalée, pour 22,50 le plat, ce qui est raisonnable, vu le produit. Mais...
Heureusement que les frites maison (trés bonnes) et une salade accompagnaient le plat, parce qu'il était plutôt léger et la quantité laissait penser qu il s agissait d'
 une entrée... pas de chance, j avais faim, ce qui est rar
Dommage parce que c'était vraiment très bon. Par ailleurs, l'ambiance est très bonne et le personnel est très sympathique. Je ne sais pas comment sont servis les autres plats, mais pour ma part, j'ai trouvé  la prestation chère et je ne pense pas revenir, malheureusement. Bon.,comme a écrit une personne, c'est Lyon... mais j'ai connu Paris et maintenant la Province et je pense qu'il y a un juste milieu."
36,oct. 2021,"5,0","Serveur aux petits soins. Les produits sont de qualité et bien présenté. Tarif un peu élevé, mais bon c'est LYon..."
37,oct. 2021,"2,0","Malheureusement le service  ne rattrape pas la cuisine.. Quasi tous les plats sont arrivés froids et à l'inverse les  frites tellement cuites..vraiment très moyen.. 
Le décor en revanche est très joli et les serveurs aux petits soins mais ça ne suffit pas à compenser la déception. "
38,août 2021,"3,0","Les parts sont petites pour le prix, les plats sont arrivés froids. Les desserts sont corrects ainsi que le service. Peut mieux faire"
39,juil. 2021,"4,0","Très sympa, l'offre plat du jour (assez original, bon) et le café gourmand à 20€ , le service détendu tout comme l'accueil  du patron"
40,juin 2021,"1,0","Installée en ce samedi matin pour boire un café, j'ai tenté à maintes reprises d'attirer l'attention du serveur.
A cette heure, j'attendrai toujours !
Du coup, après 20 minutes, je suis partie boire un café ailleurs."
41,juin 2021,"5,0",Service parfait avec un accueil excellent et une cuisine de qualité. Un établissement à recommander sans hésitation.
42,juil. 2021,"5,0",Le serveur en terrasse ce vendredi midi était adorable et très professionnel! Un service exceptionelle!
43,juin 2021,"4,0","Le Rive Gauche est un très bon restaurant dans un quartier huppé, élégant et raffiné. Le salle est très belle et le bar est également très réussi. Le Hamburger était très bon, les frites maisons aussi. Bon rapport qualité prix. Personnel agréable et service de qualité. Seul bémol : une formule des menus sous forme mathématique difficilement compréhensible et complexe à expliquer pour les serveurs. Je pense que cela pourrait être simplifier pour éviter toute confusion. Je recommande !"
44,mai 2021,"1,0","Tout content de revenir en famille à la réouverture nous avons été très déçus du manque d’amabilité et de service! 
Après tant de temps fermé nous nous serions attendus à mieux! 
Nous sommes partis sans consommer et ne reviendrons pas !"
45,déc. 2020,"5,0","Commande à emporter de dernière minute, préparation rapide, plats bistro savoureux emballage suffisant pour réchauffer,  éléments généreusement rajoutés en plus de la commande, personnel sur place très agréable.  "
46,oct. 2020,"5,0","Restaurant extrêmement bien placé dans l agréable 6 eme arrondissement. Accueil très sympathique, service efficace, professionnel et detendu avec des conseils bienvenus sur les plats et boissons.
Cuisine de qualité !
En clair une super adresse pour un repas busines, en couple ou encore en famille."
47,sept. 2020,"4,0","Déjeuner en terrasse, bon choix de menu  et jolie présentation des plats. Personne aimable et serviable "
48,sept. 2020,"5,0",Superbe ambiance et déco. Plats délicieux (bravo au chef) et personnel absolument adorable. Nous avons passé une excellente soirée entre amis !
49,sept. 2020,"3,0","A l’angle du cours Roosevelt et de la rue Duguesclin des tables en terrasse avec les nuisances des échappements de diesel mais l’accueil y est fort sympathique -nouvelle direction-. 2 entrées, 3 plats, 3 desserts. Portions raisonnables, volaille à l’oriental goûteuse, desserts (crumble aux poires et myrtilles) originaux de part les associations."
50,août 2020,"4,0","Cadre très sympathique 
Dommage que la carte sur internet ne sois pas celle en restaurant ... heureusement le personnel a su réagir et s’adapter !
Tarif raisonnable 
Cocktail sympa "
51,août 2020,"5,0","Service impeccable!! Des plats délicieux et un décor superbe ! Une vraie institution . A refaire rapidement 
Merci à l’équipe "
52,juil. 2020,"5,0","Nous nous sommes régalés, la salade césar délicieuse ainsi que les frites, la viande etc.., le service parfait et avec le sourire malgré le masque, nous reviendrons et nous conseillons vivement ce restaurant"
53,juil. 2020,"1,0","Très mauvaise expérience dans cet endroit! Nous étions 3 et seulement 2 d’entre nous voulais consommer, la 3ème à été lourdement obligé à consommer aussi !!! 
Le personnel a été très désagréable du début à la fin, avec des mots inadaptés à la clientèle... 
Bref, nous avons passé un très mauvais moment dans cet établissement!"
54,juin 2020,"5,0","Super Accueil 
Super restaurant 
J’adore 
Merci beaucoup de m’accueillir avec les élèves !
Je sais que l’on resté longtemps pour boire qu’un café 
Alors merci encore !!
Après ce confinement, c’est très agréable "
55,mars 2020,"1,0","On ne voulait que prendre un verre avant un rdv médical

Un charmant panneau indiquait : dernière boisson à 17h30
Il était 17h25
On est donc entré 
Un serveur nous a accueilli en lançant froidement : vous avez vu le panneau ? 
Euhhhh bonjour déjà 
Et puis il reste 5 minutes pour commander 
Et la salle était pleine... 

Bref on s'est sentis très mal accueillis 
On aurait pu comprendre avec une explication qu'il fallait partir à 18h au plus tard... Si on nous l'avait expliqué en termes polis ! 

Et si on cherchait un resto pour manger après le rdv, on a vite oublié cet endroit !!

C'est impoli, agressif, et tellement loin de ce que l'on peut attendre dans un tel établissement 

Bref passez votre chemin !!"
56,févr. 2020,"2,0",La seule terrasse du 6e où vous ne serez jamais embêté par les serveurs car 45 min d attente sans jamais être servi .....
57,déc. 2019,"3,0",Service en salle agréable dans un joli cadre brasserie mais pas à la hauteur au niveau qualité prix. Même si les plats étaient visuellement assez jolis dans l'assiette c'était fade (balottine de volaille aux chataignes) ou avec un manque de cuisson (risotto crémeux avec noix de saint jacques) ce qui est impardonable pour cette catégorie d'établissement. Je précise que nous n'avons pas pris de fruits de mer ni les suggestions du chef. Personnellement nous n'y retournerons pas.
58,déc. 2019,"1,0","Un des établissements phare du 6!eme arrondissement de Lyon. Une grande adresse ! 
Le bar est très sympa, le petit déjeuner est très bien ! Mais j’ai voulu dejeuner cet établissement ! Erreur funeste ! 

Une carte réduite, on se dit bien ça va être de qualité ! 

Entrecôte frites commandée ! On ne demande pas la lune ! Une viande nullissime, une cuisson ( saignante) ratée ...une qualité de viande indécente,  des frites correctes, des sauces en petits pots industriels ‘ ... j’aurais été seul à penser cela, je me serais dit que j en devenais méchant avec l’âge ! Mais là l’ensemble de la table était catastrophé ! Ce restaurant est à éviter tant qu’ils n’auront pas pris la décision de servir des choses de qualité décente ! Bien sur nous aurions pu prendre les fruits de mer ! Je ne peux les commenter, personne n’avait jamais cela a ma table ! Dommage... une décision à prendre fire de la cuisine ou de l’argent !"
59,juil. 2019,"5,0","Repas copieux et bel endroit pour ce restaurer, personnel au top, cadre idéal pour un diner en amoureux."
60,nov. 2019,"3,0","Restaurant avec un cadre très agréable. La déco est soignée. Ce n'est pas le cas d'un des serveurs habillé en noir. Ses vêtements sont remplis de taches. C'est dégoutant. Ce n'est pas digne de ce restaurant. La nourriture est bonne, assez copieuse et originale. Dommage pour cette fausse note, je ne comprends pas que le patron de l'établissement ne dise rien sur la propreté de ses serveurs. Il faut agir, et vite. La concurrence est rude, nous n'avons pas été les seuls clients à remarquer l'état des vêtements de ce serveur. C'est inconvenable."
61,nov. 2019,"5,0","Une fois de plus notre petit groupe de jeunes……..;retraités a été très bien accueillie dans ce restaurant par toute l'équipe qui a le désir de vous satisfaire. 
Le plat du jour cassolette de fruits de mer était délicieux tout autant que le café gourmand
Merci à tous. Nous continuerons de venir"
62,nov. 2019,"4,0","En déjeuner d'affaires, ou en tea time ou encore en petit déjeuner d'affaires, le rive gauche est idéalement situé. Le service est top, le lieu cosy"
63,nov. 2019,"3,0","Le lieu est sympa, la déco jolie, les plats corrects, malheureusement nous avons eu une mauvaise expérience avec un serveur qui nous a agressés maladroitement. 
Heureusement les autres serveurs remontent le niveau (un gros + au plus ancien qui est super sympa et très accueillant)
C’est dommage car nous ne venons pas déjeuner dans un restaurant pour se faire mal recevoir ! 
Recrutement à rectifier ! 😉"
64,nov. 2019,"4,0","Bien situé et cadre agréable - accueil et service dynamique mais c’est mieux si on a le temps - ce qui était notre cas cette fois ci
Très rare de trouver Aloxe Corton et Gevrey Chambertin au verre - à un prix raisonnable - bravo
Petit bémol sur la salade lyonnaise - pas de salade frisée et Ouellet mollet limite 
Nous reviendrons "
65,oct. 2019,"5,0","Cocktail en terrasse très Bon et agréable, serveur très sympa, on a fini par y manger et nous nous somme régaler les plat etait bon ""petit coup de cœur pour l'entrecôte"" on y repassera sûrement !! "
66,oct. 2019,"5,0","Nous venons régulièrement le dimanche midi . Le restaurant est toujours plein, mais nous sommes toujours extrêmement bien accueillis par Olivier et son équipe. 
Le service est irréprochable, la nourriture toujours excellente et la carte pleine de surprise. Les vins conseillés par les serveurs sont toujours très bon. 

Il est rare de trouver des endroits aussi chaleureux, et sans aucun faux pas en terme de gout et de service."
67,oct. 2019,"5,0","Après un très bon accueil,  le plat St Jacques et rizoto vanille est tout simplement excellent !!! Mariage des saveurs subtile ; les st Jacques sont mi cuites: c’est parfait. Et pour finir le tiramisu est à à la hauteur. Je recommande vivement."
68,oct. 2019,"2,0","Après un excellent accueil, nous nous nous attendions à un super repas avec la formule à 35 euros. Premier bémol ni s'émerveiller. J'ai pris la croustade de saumon. Beaucoup de croustade en manque de cuisson, et peu de saumon trop cuit. Et que dire des légumes...surgelé. Un très bon point pour la carte des vins. Vraiment très bon. Nous n'avons pas souhaité goûter aux desserts.  "
69,sept. 2019,"2,0","Malgré un service agréable, nous avons été déçus, à plusieurs reprises. Systématiquement, il n'y a plus de plat du jour à 13h. Il s'agit certainement d'une stratégie afin de contraindre les clients à prendre un plat à la carte, bien plus cher. Les plats à la carte sont à 24 euros en moyenne. Ce n'est pas mauvais mais le prix ne vaut pas ce qu'il y a dans l'assiette. Il y a des restaurant dans le quartier qui présentent un rapport qualité / prix bien meilleur."
70,sept. 2019,"5,0","Des serveurs à votre écoute, des mets joliment présentés ( ornés de fleurs comestibles) et succulents. Les prix sont abordables et les assiettes pleines. C’ est une adresse que nous retrouvons avec plaisir pour des occasions ou tout simplement parce que c’est bon !"
71,juin 2019,"4,0","toujours très bien, une constance dans la cuisine, le choix, la qualité, le service, la terrasse et la déco du lieu
Très bien"
72,août 2019,"3,0","Déçu par le menu
Entrée tartare saumon bonne
Plat 1 tout petit filet de tout et juste 1 honteux servi avec un grand bol de risotto d'épeautre
Dessert 1 moelleux aux amandes sans gout et impossible à couper
Dommage car le menu est à 35 euros"
73,juil. 2019,"1,0","allé au restaurant avec les enfants. les enfants ont commandé du boeuf tataki (chateaubriand). apporté la viande complètement crue. Il lui a demandé de faire frire, a été refusé et 15 minutes d'une dispute que Chateaubriand n'a pas fait frire. les enfants ont essayé de manger de la viande crue, mais n'ont pas pu. a finalement payé et est parti. la soirée était gâchée. Merci pour la soirée gâchée!"
74,juil. 2019,"4,0","Super accueil, super service et un bon repas. Le poisson du jour etait excellent. Que demander de plus?"
75,juin 2019,"3,0","A deux reprises en peu de temps

Décor intérieur délicat 
Terrasse agréable 

Service en terrasse un peu obséquieux. En permanence, le serveur vous demande si tout va bien.

Bon rapport qualité prix
Mais le foi de veau demandé rosé est trop cuit et baigne littéralement dans l’huile et la persillade 

Plat du jour trop cuit 

Ça a l’apparence d’une table délicate mais mériterait une attention plus soutenue à la préparation des plats "
76,juin 2019,"4,0","Nouveau déjeuner d'affaires prévu au Rive Gauche, dans une ambiance chaleureuse et un décor cosy... Service agréable (comme d'habitude) - côté plat, travers de porc très réussis accompagnés d'une polenta crémeuse comme je n'en avais jamais mangé ! Pour finir, le café (très) gourmand avec ses ""douceurs"" faites maison... Bref encore un bon moment au Rive Gauche - MERCI"
77,juin 2019,"2,0","Lorsque vous payez un plat du jour - régime oblige...- composé d'une salade avec des crevettes (surgelés?) et d'une sauce (?) fadasse qui noie allègrement toutes saveurs potentielles, à 23 € - même si le quartier du 6ème arrondissement est cher, il y a de quoi douté... 
Un service complaisant où l'on vous pose toutes les 5' l& question "" est-ce que tout va bien"" complète l'ensemble. 
Pas grand monde en terrasse à midi"
78,juin 2019,"1,0","Les prix sont chers pour ce qu’il y a dans l’assiette .... regardez par vous même : j’ai pris la pièce du boucher à 25€.... 
scandaleux.... la purée n’était pas assaisonnée, toute sèche... et la viande pas tendre du tout... la salade était abîmée et pour ce qui est de la sauce salade ça ressemblait à une bouteille de sauce cocktail du supermarché... 
très très déçue.... "
79,juin 2019,"2,0","Les plats sont fades, obligé de saler et poivrer, l’accueil et le service  sont aussi  triste que la météo de ce lundi de Pentecôte, et je ne parlerai même pas de la note plus que salée avec des suppléments par ci par là :(
C’était la deuxième fois mais ce sera la dernière c’est sûr ! "
80,mai 2019,"3,0","Ce repas de famille a été décevant. Notre table pour 7 n'avait pas de nappe donc assiettes sur le bois. Les personnes qui souhaitaient des coquilles st jacques, il n'y en avait plus. Les autres plats assez bons mais sans plus. Le service assez désinvolte !!!      J'avais gardé le souvenir de cet excellent restaurant et j'avais réservé pour mon anniversaire. Donc je n'y reviendrait plis. Dommage !!!"
81,mai 2019,"4,0","Personnel très convivial et accueillant à souhait 
Cuisine faite « presque à la demande » carte non extensible, quand il y en a plus, yan à plus ! Prouve un choix de servir un bon produit 
Très bon rapport qualité prix avec une carte des vins ouverte à tous"
82,mai 2019,"2,0","Une entrée de « escalope de foie gras poêlée »  qui ressemble plus à une mise en bouche tellement la portion est petite! La tomate cerise qui l’accompagnait était de même taille !

Les plats chauds de notre table servis avec 15mn de décalage...

Goût correct. Personnel aimable.
C’était bien mieux avant le changement de propriétaire. Je déconseille."
83,mai 2019,"4,0","Restaurant plein ce dimanche c’est réjouissant. Accueil peut mieux faire mais je mets cela sur le stresse du monde.
Repas très fin et raffiné, attention peut-être au manque d’assaisonnement.
Le service peut mieux faire et là il n’est pas question de stresse. Manque des services, ne sint pas changé alors que l’on vient de manger du saumon et que le plat suivant est de la viande, bouteille d’eau supplémentaire qu’il faut redemander. Bref quelques petites corrections et ce sera top. 
Bémol : quand on a un si joli cadre avoir la cuvette des wc hommes qui tient à peine et si on la soulève elle ne reste pas debout, c’est gênant. Merci de corriger ce « petit détail ».
Agréable moment passé grâce à une très bonne cuisine. Merci à l’équipe !"
84,avr. 2019,"3,0","Le décor est plutôt sympa, mais la cuisine est vraiment basique. Le personnel est très accueillant !"
85,avr. 2019,"4,0",Repas de bonne facture avec des plats simples et de qualité. Service souriant et détendu. Une bonne humeur parmi les serveurs et les personnes au bar. Plaisant. De bons vins au verre. Nous reviendrons...
86,mars 2019,"4,0","Accueil très sympathique avec un grand sourire et beaucoup d’empathie. Belle terrasse ensoleillée en plein cœur du 6ème, on s’y sent bien pour boire un verre ou déjeuner. Les prix sont ceux du quartier ni plus ni moins, mais c’est agréable d’être accueilli de la sorte. Nous reviendrons en famille ou entre amis "
87,mars 2019,"5,0","On commence avec un accueil chaleureux dans un décor de bon goût. On découvre une carte avec juste ce qu' il faut de choix pour la garantie de produits frais et cuisinés maison. 
Cuisine raffinée alliant la tradition avec une pointe d' originalité qui régale tous les palais. Le tout servi avec gentillesse, ni trop vite, ni trop lentement. Les desserts sont â la hauteur pour le bouquet final. Je recommande vivement cet endroit, foi de ""mère lyonnaise"" !"
88,mars 2019,"3,0","Tablée familiale. La disposition des banquettes laissent à désirer. Les entrées arrivent, alors que les apéritifs  ne sont pas terminés. Les plats sont bons, mais les alliances pas forcément à notre goût : carpaccio de St Jacques et oeufs de lompe. Risotto trop riche en fromage. 
Mais la note finale grimpe vite avec 2 à 9 euros de suppléments sur de nombreux plats. Joli cadre, bon vin. "
89,févr. 2019,"5,0"," Joli cadre, bon service et bon plat! Produits frais ! Une valeur sûre. Notamment un banc de fruits de mer exceptionnel !"
90,févr. 2019,"5,0","Nous sommes venues en famille ce samedi 16 Février, nous avons été ravi de la qualité du service et des produits servit. Nous avons pu rencontrer l'écailler, Morgan, qui nous a fait découvrir son métier et sa passion pour les fruits de mers. Les huîtres sont de qualités et excellentes ! Nous reviendrons sans hésiter. 

Jean et Michelle."
91,févr. 2019,"5,0","Nous avons organisé les 60 ans de ma mère dans ce restaurant, et tout s’est extrêmement bien déroulé de A à Z : un contact très réactif par mail et téléphone pour la préparation, une carte variée pour l’ensemble des convives ; et sur place, de la patience face à la désorganisation du groupe et en attendant les retardataires, un accueil chaleureux, un service à la fois très bien organisé, très fluide et très sympathique, les plats étaient délicieux et plutôt copieux (sauf les couteaux qui auraient peut être nécessité un accompagnement un peu plus important?), le dessert très gourmand. Un grand merci à toute l’équipe qui a contribué à la réussite de ce déjeuner !"
92,févr. 2019,"2,0","Le service dure en longueur. Les plats manquent d'assaisonnement, l'accompagnement manque d'originalité. 
A oublier, le seul point positif est le plateau d'huitres."
93,févr. 2019,"4,0","Nous avons déjeuné en famille dans une salle conviviale et très bien décorée. 
Les plats étaient excellents et l’ensemble du service c’est très bien déroulé. "
94,janv. 2019,"1,0","Déconseille vivement. Nous avons dîner un soir de semaine, la nourriture était exécrable, sans aucun goût, gras, huile au goût rance . C est absolument scandaleux de servir cela. Il n’y a d ailleurs personne dans le restaurant alors que les autres sont plein à côté. Constat malheureux qui en dit long sur la qualité de cette brasserie."
