,Date,Notes,Commentaires
10,oct. 2023,"3,0","Pratique pour un dîner après le cinéma même si le restaurant ferme à 22:00 et que les serveurs le répètent plusieurs fois. Crêpes généreuses, peut-être trop sur certains ingrédients : le miel de la chèvre-miel était très présent. Tables bancales calées avec les serviettes des repas précédents vu la saleté accumulée. Propreté à revoir en particulier dans les toilettes"
11,sept. 2023,"4,0",Bonne petite adresse pour une restauration rapide. Personnel sympa et souriant. Service rapide. Modification de repas accepté. Prix correct.
12,avr. 2023,"2,0","Tables entassées les unes sur les autres
Service très mauvais avec du personnel tournant en rond 
Et pour finir la caissière qui préfère envoyer des sms sur son portable plutôt que s’occuper des clients attendant 
A éviter"
13,mars 2023,"1,0",Vrement dégueulasse a éviter absolument j'ai trouvé des cheveux dans la salade les pâte des crêpes ignoble
14,févr. 2023,"5,0","Nous avions réservé une table pour 5 personnes et une poussette un samedi. Le restaurant était plein et le serveur a pris soin de nous installer au fond de la salle pour notre confort.
Le service est efficace et rapide, les crêpes sont généreuses et bonnes. Je vous conseille une crêpe au saumon et en dessert miel amande, un régal !
 Le sans gluten est un gros plus pour pouvoir profiter d'un repas en famille tout en étant cœliaque. Attention toutefois à bien préciser l'option sans gluten pour les crêpes dessert.
Je ne comprends pas certains commentaires plutôt assassins, nous concernant nous y retournerons avec plaisir 🤗!"
15,févr. 2023,"4,0","Les avis sur la crêperie d’Amélie située à Confluence étaient justes au-dessus de la moyenne ! Je dois dire, que pour nous, ce fut une très bonne surprise. Nous avons été très bien accueillis vers 15h30. Les crêpes étaient succulentes, chaudes et copieuses. Le cadre était agréable et point important, la température agréable malgré le froid ambiant. C'est la raison de notre bonne note."
16,janv. 2023,"5,0","Endroit très chaleureux,  les produits locaux sont de très bonne qualité, service rapide. 
Crêpe et galette copieuses 
Je recommande"
17,déc. 2022,"5,0",Très bonnes crêpes variées sans gluten. De plus choix Nutella ou vrai chocolat maison. Personnel efficace agréable et souriant.  On reviendra avec plaisir. 
18,déc. 2022,"4,0",Cette crêperie est devenu notre adresse rituelle lorsque ma fille et moi allons au cinéma. Nous avons toujours été bien reçus. Le cadre est agréable. Le service est sympathique et relativement efficace. Les galettes et les crêpes sont savoureuses et plutôt bien garnies. Je la conseille à tout ceux qui cherchent une adresse pour déjeuner ou diner lors d'une sortie à Confluence...
19,août 2022,"1,0","Nous sommes venus manger une crêpe entre amies et après quelques minutes une souris est passer entre nos jambes. 
Nous avons changé de table pour nous éloigner et avons signalé le nuisible à une serveuse qui n'a pas semblé très préoccupée, et n'a rien fait pour régler le problème.
S'il y a des souris dans la salle il y en a forcément en cuisine donc restaurant à éviter "
20,mai 2022,"2,0",Bonjour. Je suis venu tester la crêperie hier à midi. Les crêpes sont horriblement chers et n’ont rien de galette bretonne. Même pas un semblant de Bretagne dans l’assiette. A fuir !
21,avr. 2022,"1,0",De plus la gérante qui c’est rien fair et de plus qu’elle parte en formation en Bretagne franchement très désagréable
22,avr. 2022,"1,0","Galette a presque 14€ qui ressemblait a un napperon broder aucune matière, galette meme pas entiere avec 3 pauvres rondelles de chevres! Honteux de servir ça! Sans parler des pancakes au gout et texture pire que ceux de grande surface. 

On est ressorti avec la faim, en contrepartie la gerante m’a fait une remise de 2 € pour la galette, j’aurais preferer qu elle me fasse la moitié du prix tellement j’ai rien manger! 

Je ne conseille pas cette creperie, c’etait long, et pas bon. 

Vous devriez revoir vos produits et vos chefs de cuisine. Une honte!"
23,mars 2022,"2,0","Premier et dernier essai de cette crêperie. Deux crêpes testées :
- Kinder Bueno nutella : La qualité n’était pas spécialement attendue, mais nous nous attendions à ce que le Kinder Bueno soit intégré dans la crêpe. Au final, il ne s’agit que d’une crêpe très banale au nutella avec une barre de Kinder Bueno cassée en deux par dessus… Bref, complètement inutile, et doit-on rappeler que dans un Kinder Bueno il y a deux barres ? (+ de 6€ la crêpe quand même…)
- Pommes caramel : Pommes pas cuites, avec des morceaux ressemblant + à des épluchures qu’à autre chose…

Concernant la pâte à crêpe, sur 3 assiettes, 1 seul s’est trouvé satisfait.

Quant-au reste, nous prenons 3 thés, deux tasses n’étaient remplies qu’à moitié.. Le service quoi que sympathique, n’était pas spécialement génial pour autant. Et les WC n’étaient pas très propres..

En conclusion, nous repartons déçu et ne reviendrons pas."
24,janv. 2022,"1,0","Très mauvaise expérience. Crêpes bcp trop cuites, garniture réchauffée insipide et cahoutchouteuse, accueil plutôt correct ne suffit pas à faire apprécier le lieu.
À  éviter pour ne pas être déçu "
25,juil. 2021,"3,0","Dommage que le prix des galettes et les crêpes sont chères. Ne vaut pas la qualité prix.
Sinon le cadre est sympa au cœur du centre commercial Confluence."
26,déc. 2021,"2,0","Crêpe au Nutella arrivée froide. 
Les quantités ne sont pas copieuses pour une crêpe à 3,90€
Passez votre chemin, il y a tellement d’endroits avec un rapport qualité/prix qui vaut le déplacement. 

Concernant le respect des gestes barrières, certains personnels portent le masque sous le nez voire sous la bouche, il est important que vous donniez l’exemple 😉"
27,déc. 2021,"5,0","Ils ont ramené des bougies pour l’anniversaire de ma femme et tout le service s’est mis à chanter en cœur en lui souhaitant un joyeux anniversaire. Le thé gourmand était excellent.

Mention spéciale aux deux serveurs qui ont accepté ma requête !
5 étoiles"
28,août 2021,"4,0","Les crêpes sont bonnes ainsi que les cocktails, dommage que les tarifs soient élevés. Le service est sympathique et rapide"
29,oct. 2021,"1,0","Les crêpes salées sont immangeables : vaisselle à peine lavée, fromages insipides, œufs pas cuits et jambon en blocs, légumes durs et pas cuits non plus… à éviter absolument."
30,août 2021,"3,0","Située au cœur du centre commercial confluence, possibilité de se mettre en terrasse (mais intérieur du centre commercial). Nous avons préféré à l’intérieur de la crêperie (comme il faisait très chaud la climatisation du centre commercial était hyper bruyante)
Pour notre goûter de 16:30, Nous avons commandé deux jus orange frais et deux crêpes sucrées 
Elles étaient correctes pour un goûter 
Le personnel accueillant et sympathique 
Ils prennent chèque vacances"
31,août 2020,"3,0","Moyen, les crêpes sucrées sont bien mais alors les salées pas terrible. Je l’ai pas digéré une trois fromages avec à peine de l’emmental, trois rondelles de chèvres et un bout de mozza même pas fondu. Bref pour le goûter je recommande mais pour le reste non. 
Et cerise sur le gâteau on fait valider notre ticket de parking et bizarrement cela ne marche pas donc j’ai du payé bref du vol. "
32,août 2020,"5,0",Tout simplement délicieux 🤤 !!!et très chaleureux au top! Merci encore à toute l’équipe de Amélie Crepe à bientôt
33,août 2020,"4,0","Nous avons pris des crêpes sucrées un soir, et elles étaient vraiment excellentes !
Très bon accueil, et bonne ambiance."
34,juil. 2020,"5,0",Excellente galette bien garnie. Je vous recommande se restaurant. Produits frai ça se sent. 👍🏼👍🏼
35,juil. 2020,"5,0","Décoration chaleureuse. Les galettes et crêpes sont bien fraîches et faites maison. Personnellement j’ai pris la galette asiatique, très bonne et cuisinée, mon mari la complète avec des champignons persillés. Pour les enfants le menu était un peu trop copieux alors on a pu échanger la crêpe contre une glace. C’était bon, rapide et le serveur était très sympathique et serviable. Nous reviendrons!"
36,juil. 2020,"1,0","Nous étions déjà venues en janvier: problème dans la prise de nos commandes, méconnaissance de la carte et des ruptures de stocks, problèmes d'encaissement et dans l'addition. 
Nous avons néanmoins décidé d'accorder une seconde chance à cet établissement en y retournant hier : malgré la bonne foi du personnel la situation est encore plus décevante : les boîtes pour les crêpes à emporter ne sont pas hermétiques et les couverts ne sont pas adaptés. La goutte d'eau a été le fait que, possédant une carte du CC Confluence, j'avais possibilité de faire valider pour ticket de parking par l'établissement. On me l'a rendu en me disant que tout était OK et arrivée en bas je me suis retrouvée à payer quasiment 3 euros !!!! A quoi sert la fidélité ? 
Vraiment très déçue encore une fois, nous n'y retournerons plus. "
37,juil. 2020,"1,0",entrée refusée car la serveuse avait 4 clients et qu’elle était seule pour nous servir donc que crêpes à emporter  ce qui revient au même. entrée refusée pour rien accompagné d’une serveuse très peu agréable
38,juin 2020,"1,0","Très très déçu de l accueil
Serveuse très désagréables je ne le conseille pas du tout
Je me sentais pas à ma place que je derangeais"
39,juin 2020,"1,0","Nous sommes arrivées a plusieurs, nous nous sommes installés nous avons demandé la carte du restaurant pour des crêpes et des boissons, une jeune serveuse nous a très mal accueilli et nous a demandé de choisir devant l'entrée sur la pancarte, nous genion le passage pour les clients entrant,je pense qu'elle était fatiguée nous avons était servi 30 minutes plus tard des cappuccino très mal présenté, je conseille plutôt MCdo.
je trouve ça quand même aberrant, je vous déconseille vivement cette creperie qui accueil très mal c'est clients"
40,juin 2020,"5,0",Je recomande sans hésiter tres bon pour ma part je me suis prit la poulet facon aziatique et ma femme la saumon avec sauce anette on c’est vrement régalé un endroit formidable ambiancé et l’equipe super merci encore a amelie crepe on reviendra
41,juin 2020,"5,0","Merci pour votre hospitalité en cette période compliqué !

Un vrai plaisir de pouvoir déguster d'excellentes galettes et crêpes avec un service de qualité qui a égayé notre journée !"
42,mars 2020,"5,0","Nous sommes venus manger cet après-midi et malgré l’affluence des vacances, le restaurant était plein à craquer, on a été accueillis et placés rapidement. 
Nos crêpes étaient très bonnes et le serveur et la patronne sont très agréables et souriants. 
A très bientôt"
43,févr. 2020,"1,0","Attente interminable. J’ai jamais vu ça. Personnel pas accueillant du tout. Au bout d’une demi heure on est quand même venu me demander si j’avais bien commandé une crêpe « banane chantilly » alors que j’avais commandé une crêpe au nutella sans chantilly. On m’a apporté une crêpe au nutella AVEC de la chantilly pour couronner le tout ! Ou devrais je dire une nutella à la crêpe, on m’a vidé le pot de nutella dans l’assiette, super écoeurante. Je n’y retournerais plus et je vous le déconseille. Quasiment tout est à revoir. "
44,févr. 2020,"1,0","Nous avons voulu découvrir cette crêperie entre amis, mais nous n’y retournerons  pas. Service à revoir, nous n’avons pas été accueillis comme il se doit. J’ai rarement gouté une crêpe aussi fade!! Pourtant c’était une crêpe au Nutella + quelques morceaux de kinder bueno, rien d’exceptionnel 😏 
Sans parler du serveur qui est passé pour s’assurer que nous n’étions pas partis sans payer, la grosse blague!! On nous prend limite pour des voleurs. 
Bref, je ne mettrai plus un pied dans cette crêperie."
45,févr. 2020,"3,0","Les avis précédents sont un peu trop dur. Nous avons pris le menu du jour à 10,90 € et avons passé un très bon moment. Nous avons obtenu une remise de 10% avec la carte du centre commercial. Un seul remarque la salade verte est très copieuse mais il y a trop d’assaisonnement."
46,févr. 2020,"4,0","Délicieuses crêpes et un très beau choix pour les enfants et les adultes 
Restaurant bondé mais qui valait le coup d’attendre "
47,janv. 2020,"3,0","Nous avons pris 2 thé gourmands. C'était simple mais bon. La crêpe et les 2 petits pancakes étaient bons mais la salade de fruits n'était pas fraîche. Cependant la chantilly était super bonne!
Les serveurs sont sympathiques. "
48,janv. 2020,"1,0","Repas très décevant ! Crêpe du jour sèche car réchauffée ! Je découvre trop tard (message écrit sur une ardoise) que le poulet est halal sans avoir été prévenue par le serveur. Il est inadmissible d’imposer aux clients des choix religieux dans un pays laïque ! Pour la crêpe sucrée, elle est enfouie sous une épaisse couche de nutella. Je répare écœurée et je finis la soirée avec une indigestion !!! Plus jamais !!!"
49,janv. 2020,"1,0","Nous étions deux et avons été placées sur une place de 4 par un serveur. A peine la crêpe finie, un monsieur, qui devait sûrement être manager, emploie un ton assez sec en nous demandant qui nous avait installé la et nous sommes de laisser la place à d’autres clients qui attendait ou de prendre une table à deux. Sur l’idée je suis d’accord mais le ton employé manquait vraiment de professionnalisme. Après avoir été humiliée de la sorte, nous avons décidés de partir et ne remettrons plus un pied la bas. Merci à la serveuse, témoin de cet échange, de ses excuses mais cet homme devrait vraiment revoir sa manière de s’exprimer et d’échanger, surtout avec des clients ! S’il est fatigué de travailler ou énervé par son travail, le client n’a pas à en pâtir."
50,janv. 2020,"1,0","Rien à voir avec une crêperie, Fast food sur galette serait un nom plus approprié. Et en plus, il gèle dans le restaurant."
51,janv. 2020,"3,0","Premier repas dans cette crêperie.
Le service a été rapide, mais plus de jambon cru, plus de fromage à raclette, plus de caramel beurre salé.
Les crêpes étaient bonnes sans plus.
"
52,janv. 2020,"1,0","L’attente pour seulement une crêpe au nutella était de 45 min pour avoir oublier le nutella !!!! 
L’accueil est nulle et pas chaleureux"
53,nov. 2019,"2,0","Que dire...
En toute objectivité, les galettes sont plutôt bonnes, y compris pour les crêpes et leurs garnitures qui sont bien fournis. Le service était très rapide et efficace. 
Cependant...Des serveurs peu sympathique, à peine l'on arrive, certaines nous dise bonjour et d'autres ne nous regarde même pas.
Mais ce qui m'a le plus choqué c'est le fait que les employés se plaignent juste devant nous des propos que leurs ont tenus d'autres clients dans la soirée. Ayant travaillée dans la restauration et l'hôtellerie c'est un cruel manque de professionnalisme, même pour une crêperie !
Aucun sourire, aucune amabilité, nos crêpes étaient presque ""jetées"" sur la table. Aucune courtoisie à tel point que l'on étaient mal à l'aise.
Dommage."
54,nov. 2019,"5,0","Tout un choix de Crêpe et galette avec ou sans glutens. Bon à savoir pour les allergique. En cas d’allergie n’hésiter pas a le signaler au serveur qui fera le nécessaire. Pour de plus ample renseignements, téléphoner!"
55,nov. 2019,"2,0",La recette leurs crêpes ? Un sachet de garniture réchauffé au micro-onde et présenté dans une galette un peu sèche ! Des serveurs de bonne volonté mais manifestement en sous-effectif (2 pour plus de 25 tables). Cuisine sans la moindre authenticité. N'espérez pas l'émotion gastronomique.
56,nov. 2019,"5,0","Service impeccable,  serveurs souriant. Bonne organisation même quand c'est bien remplie. Crêpes délicieuses aussi bien sucrées que salées.  Merci très bon moment"
57,nov. 2019,"1,0","On arrive en fin d’après midi avec mon compagnon, il n’y avait pas beaucoup de monde. On rentre, le monsieur en chemise sans aucun sourire nous « accueille » nous met à une table et nous jette les cartes. 10 minutes pour prendre notre commande puis 15 minutes pour être servis! 7 euros pour une crêpe banale sans goût baignée dans une chantilly qui est la même utilisée que chez Mcdonald, insipide. Sans compter l’ambiance glaciale entre les différents effectifs. Le pire reste à venir. Je paye l’addition je dis au revoir toujours au patron sans sourire, celui ci ne me répond pas! Philippe Etchebetz aurait du travail à faire dans ce restaurant. Travaillant moi même dans l’hôtellerie restauration, je suis indulgente mais il y a des limites. On paye pour un service, c’est un métier de service. C’est dommage. "
58,nov. 2019,"1,0","Avec mon fils, nous ressortons à l'instant sans consommer!!
Accueil très froid, voir pas d'accueil 
Sans un sourire, installez vous où vous voulez! 
Puis 5 min après la carte nous a été jeté sur la table sans un mot, ni un sourire 
À fuir!!!!"
59,nov. 2019,"1,0","Les crêpes laissent à désirer, de plus le prix est beaucoup trop élevé. Le responsable avec la chemise est irrespectueux envers les clients, son est travail bâclé et il est d’une méchanceté auprès des serveurs. Enfin aucune maitrise de son métier. 
Je ne recommande surtout pas."
60,nov. 2019,"1,0","On nous a placer à une table. Attendu 20min, toujours pas de cartes, je suis allée les chercher moi même, je me lève pour demander à la serveuse de prendre notre commande.. et après encore un long délais pour recevoir nos assiettes . Bon mais pas top ... pas beaucoup de choix sur la carte. Pourtant endroit sympa donc il y a du potentiel mais aucune organisation niveau service. demander "
61,nov. 2019,"5,0","En ce dimanche pluvieux, nous avons pas trouver d’autre idée que d’aller ce balader à confluence manger une crêpe et je recommande fortement, très bonne crêperie, excellent service, détendu mais professionnel et efficace (les patron était très agréable et chaleureux). Les produits proposé sont très bon, les garnitures vraiment délicieuses, avec des produits frais. Mais pour ma part, en tant que bretons, je préfère les crêpes un peu plus moelleuses."
62,nov. 2019,"1,0","5 bonnes minutes pour un bonjour puis être pris en charge (resto bondé). 
Des couverts loin d'êtres nickel et une table redressée mais collante.
Des crêpes sèches et tièdes, des garnitures qu'on ne peut qu'imaginer vu la quantité...
Tarif exhorbitant vu la qualité...
Et quand on donne son avi, la serveuse dit ""oui on sait"" avec un air foutiste qui dit ""mais on s'en fou"".
Bref notre premier visite il y a 2 ans ne nous avait pas transcendé. Ce soir au vu du monde on a retesté et franchement on n'y retournera pas!
A un moment il faut refuser des clients pour garder ses clients et faut entendre la critique et être commerçant...
Quel dommage, car un tel service et cuisine ne peut que découler d'une éthique bien pourrie d'un patron qui s'en met plein les poches...
Quel dommage.. "
63,oct. 2019,"5,0",Délicieux !!! presentation tres jolie embiance très sympathique vraiment tres bien Et le service au top!!!🤩on reviendra!!!
64,oct. 2019,"2,0","À notre arrivée, le personnel nous voit mais c’est seulement au bout de 5 minutes qu’on vient vers nous pour nous faire asseoir. Je demande combien de temps d’attente pour 2 crêpes sucrées, on me répond « il n’y a pas d’attente c’est très rapide ». Assises, nous avons dû faire signe à une jeune serveuse loin d’être agréable pour passer commande 15 minutes après notre arrivée. On nous apporte les chocolats chaud : rien d’exceptionnel ils 
faisaient très industriels (pour le prix...). Nous avons du attendre encore 45 minutes oui oui 45 minutes pour qu’on nous serve nos 2 crêpes ! Entre temps nous avons demandé où en était notre commande.... pas d’excuses seulement un « ça va arriver ». 
La propreté des lieux reste à revoir, l’amabilité du personnel également et si vous êtes pressé... passez votre chemin."
65,oct. 2019,"1,0","Je suis venue manger une crêpe avec une amie et nous avions été très déçue. D’une part le service a été très très long surtout pour faire 2 crêpes au nutella et d’une autre part un serveur a osé mal parlé à une cliente devant le reste des personnes du restaurant inadmissible. 
Je ne recommande pas ce restaurant"
66,oct. 2019,"5,0","Ont chercher quoi mangé avec ma mère ce midi , ont c'est dit  tien une crêpe 😁 le service accueillant rapide efficace. Les crêpes était très bonne bien garnie, le personnel très gentil et a l'écoute rien a redire"
67,oct. 2019,"1,0","Voulant y goûter lundi 21 octobre, nous avons été très très mal accueillies même pas accueillies du tout car un serveur nous a répondu qu'ils  ne servaient plus alors que c'était 16h30 l'heure du goûter!!
Nous avons gentiment demandés pourquoi et il nous a répondu qu'il n'avait pas besoin de se justifier!!
Honteux surtout qu'ils restaient des tables vide!!
Lamentable!! Nous y allions de trmps en temps et  plus.....
Faut changer de boulot cher monsieur!!!"
68,oct. 2019,"1,0","Ça fait plusieurs fois que j'essaie de manger là-bas.... Et cette fois-ci c'était le dernier essai ! 
On cherchait un goûter sympa, un petit café viennois, un moment tranquille, j'étais déjà dubitative vu les précédentes tentatives, mais cédant a l'envie de la crêpe j'ai dis alleeerrrrr tentons ! Constat: 1ere attente pour se faire installer, une serveuse nous voit mais baisse vite la tête sans dire bonjour, celle ayant le rôle de placer lève enfin le nez (accueil agréable... Allé cette fois ça va le faire), on nous donne les carte et puis.. Et puis... C'est tout ! Ba oui au bout d'un moment ras le bol de poiroter pr un café et une crêpe et puis quand le serveur est plus préoccupé par aller rouler sa clope que d'installer les gens qui attendent ou prendre notre commande et ba ça suffit ! Ils n'ont pas l'air méchant mais être autant de serveurs dans une crêperie pour être aussi mous et peu communiquants je pense qu'une reconversion s'impose ! "
69,oct. 2019,"1,0",1h45 pour une crêpe et un café ! Et autant dire que l’attente n’en vaut pas la peine ! Incroyable de trouver un tel établissement dans un lieu aussi fréquenté! 
70,oct. 2019,"1,0","je ne sais pas comment cet établissement peut être encore ouvert . Le service est à revoir de A à Z . Arrivés à 18h ce dimanche et sans même un bonjour, nous sommes clairement mis dehors pour cause de pas de place . Or deux grandes tables de 4 sont libres . La caissière bafouille et nous dit qu elle privilégie « les petits groupes », alors que nous sommes 4 adultes et deux enfants ... 
honteux !!! "
71,oct. 2019,"1,0","Service lamentable, 45 minutes pour avoir deux crêpes au Nutella
Le serveur ne s’excuse pas, son collègue a du prendre le relais au bout d’un moment.
Crêpes chère pour ce qu’elles valent...
Je ne recommande absolument pas !"
72,oct. 2019,"2,0","Des crêpes très grasses avec des garnitures qui laissent à désirer (qui sortent certainement de chez Carrefour) et un service nonchalant: à peine un sourire, personne vient nous voir pour demander si on veut un dessert ou un café . Sans dire d être exigent, mais un minimum..
Je ne la recommande pas."
73,sept. 2019,"5,0","Au top! Ne changez rien! Cela fait un moment maintenant que je viens pour mes pauses déjeuners. Service rapide et aimable. Les menus du jours sont toujours bons, tout est fait maison et cela se sent."
74,sept. 2019,"1,0","Crêpe industrielle trop réchauffée donc arrivé limite brûlée. Personnel incapable de gérer les clients. 15mn d'attente avant de prendre la commande et 30mn pour être servi alors que d'autres clients arrivés après nous étaient déjà servi. Aucun sens des priorités. Les crêpes sucrées etaitent prêtent depuis déjà 10mn sans que aucun serveur ne nous servent. On a du allé se plaindre pour enfin les avoir. 
En résumé : crêpe pas bonne et personnel incompetent
Restaurant a éviter fortement."
75,août 2019,"1,0","Je ne savais pas qu’il était possible de rater des galettes ! Eh bien maintenant, je le sais... Le dîner ne valait pas plus que les deux heures gratuites du parking... En plus, le service est abominable : au bout de 30 minutes, je m’inquiète de ne rien voir venir et demande des nouvelles à la serveuse ; elle me répond : « désolé, on est débordés ». Il y avait 10 tables au grand max et deux serveuses... No comment ! Pendant 10 minutes, il n’y avait personne en salle pour accueillir les clients et servir les autres. Quand à la nourriture, tout est dit plus haut : c’est vraiment infecte, les galettes sont farineuses et mal cuites. Nous étions 4, personne n’a terminé son assiette. Évitez à tout prix ce restaurant (rien que d’écrire le nom, ça me fait mal) !"
76,août 2019,"5,0","Les yeux fermés
Merci pour ce moment passé chez vous.
Tout est fait pour le bonheur des clients.
Nous avons été reçu avec un sourire d'une personne aimant son travail et aimant donner du plaisir à ses clients.
Le mobilier, le décor sont tout simplement géniaux.
Merci merci
Fabrice"
77,avr. 2019,"1,0","Dimanche après-midi il n'y avait pas beaucoup de monde, nous avons attendus 20 minutes pour deux ""Crêpes"" (au passage pas faite maison du tout) moi j'ai bien eu la mienne (sous une tonne de chantilly) mais ma copine ne l'a jamais eu même après réclamation, et au moment de débarrasser la serveuse s'était étonner que la deuxième n'étaient jamais arriver.
Même pas une ristourne au moment de l'addition alors que nous l'avions signaler à la ""gérante"" ou ""manageuse"", et pour finir les crêpes sont deguelasse vraiment."
78,août 2019,"2,0","Alors gros problème : pas de clim !! 
Une journée a 35 degré sans clim c’est horrible.
Mis à part ça, sous cette chaleur j’ai eu la bonne idée de prendre une crêpe nutella banane chantilly ... la chantilly était liquide sur la crêpe... super . Ça reste une crêpe de taille petite comme je pourrais la faire chez moi qui coûte quand meme 6€ + une canette de coca à 3€ ça monte vite pour un goûter. 
Mon mari quant à lui a pris un sirop à la grenadine à température ambiante... obligés de demander des glaçons et mon pauvre bébé en sueur. 
Au final 2 crêpe + 2 boissons = 25€ ! Lol 

À côté de ça le personnel était quand même très gentil, serviable malgré la chaleur.
"
79,août 2019,"1,0","Pas de bonjour, pas de sourire, rien , n’y aller pas , ça ne respire pas la joie de vivre dans cet établissement "
80,juin 2019,"4,0","Une équipe sympathique et courage et de très bonnes crêpes généreuses. 
Ils sont au petit soin pour leurs clients FÉLICITATIONS"
81,juin 2019,"3,0","L’endroit est agréable les serveurs accueillants,
La carte est modeste et manque d’authenticité pour ceux qui recherchent quelque chose qui ressemble à une crêperie bretonne 
Les crêpes semblent avoir été faites à l’avance, servies froides avec un caramel beurre salé sans trop de saveur.
Après au centre commercial confluence la concurrence n’est pas rude...
Bref, un endroit pour passer le temps de la réparation de son iPhone à la boutique Apple"
82,juin 2019,"4,0","Un arrêt de courte durée, un menu crêpe salée + crêpe sucrée à petit budget.
Accueil sympa, service rapide, bonnes crêpes. Que demander de mieux.
A refaire "
