,Date,Notes,Commentaires
32,juil. 2023,"5,0","Déjeuner ce midi 😋😋😋
Nous avons pris 3 viandes maturées d’exception à choisir sur la vitrine + supplément de 14 euros par personne pour la cuisson.
Le waygu, la montbéliarde et la noire baltique. Toutes sont excellentes avec une mention spéciale pour la noire baltique.
L’accompagnement est un peu léger pour 2 ( toute petite assiette de pomme de terre sautées) si vous prenez une salade, il faut payer un supplément.
Nous avons pris une bonne poêlée de cèpes à 18 euros , c’est cher mais c’est très bon.
La note est vraiment salée mais ça vaut le coup d’essayer  😀
Bémol : accompagnement pas assez copieux pour 2.
Les tables sont trop serrées et c’est vraiment trop bruyant. 
Malgré ces points négatifs, nous reviendrons pour la qualité de la viande et du service qui est très attentionné ☺️"
33,juin 2023,"5,0","Un des meilleurs restaurants de viande de Lyon, tant par la qualité des produits que leurs cuissons.
Le côté boucherie permet de prolonger chez soi ces merveilleux moments de partage, y compris les nombreux pâtés en croute de toutes sortes."
34,déc. 2022,"5,0",Quelle belle découverte !! Le choix et la qualité de la viande est au rendez-vous. Les patrons sont très accueillants. Nous reviendrons lors de notre prochain séjour Lyonnais.
35,mai 2023,"4,0","Le palais de la viande ; c’est là !
Que du choix pour ne pas dire trop de choix et pour toute les bourses.
Très bonnes viandes, très goûteuses et parfaitement cuites.
Service rapide et accueil professionnel 
Réservation recommandée"
36,mai 2023,"5,0","Magnifique expérience à l’Argot. 
En entrée, nous avons pris les bonbons et l’oreiller et, pour suivre, le pluma ibérique et le waguy… une tuerie. Le tout arrosé d’un Fleurie.
A recommander sans modération"
37,avr. 2023,"3,0","Cela faisait un moment que nous souhaitions tester, on s’y est pris à l’avance pour réserver (indispensable)
L’accueil est très agréable mais les tables sont trop proches les unes des autres
Arrive enfin notre côte de boeuf tant attendue demandée bien saignante et malheureusement elle était trop cuite 😕 on a pas voulu l’a renvoyer mais on a vraiment été déçus pour un restaurant spécialisé dans la viande et de cette renommée, après l’erreur est humaine donc on réessayera et les patrons nous ont offert le café et le digestif en guise de compensation
Mention spéciale pour la brioche perdue en dessert 😍 et bémol pour les cookies"
38,mars 2023,"5,0","Nous avons. Découvert un resto terrible ,prévoir de réserver car il n’est pas très grand.amateur de viande nous nous sommes régalés il y a longtemps que je ne m’étais pas régalé comme ça.de l’entrée aux déserts ,en passant par le service tout étais parfais ,au delà de mes espérances .certe ce n’est pas donné mais la qualité a un prix .nous reviendrons avec des amis avec grand plaisir .merci à toute l’équipe pour ce fabuleux festin ,ne changez rien même pas les prix !!!!!!
"
39,mars 2023,"3,0",Resto de viande avec un personnel très sympa. Un choix de viande incroyable. Un seul vrai bémol une addition super salée.
40,févr. 2023,"5,0","C’est un merveilleux restaurant qui sent bon la qualité et le bien être, ils sont heureux de vous rendre heureux d’être venus et goûter leur réalisations, une telle qualité, rarement vu et goûter."
41,févr. 2023,"4,0","Une bonne surprise ! 
Restaurant qui honore sa réputation. 
Belle décoration, équipe très accueillante, une bonne sélection de viande et évidement un goût au rendez-vous… tout cela pour un prix qui en vaut la peine !
Je recommande. Attention, réservez a l’avance."
42,déc. 2022,"5,0","Un grand, un énorme merci , à vous Emilie, à vous Sylvain ainsi qu’à votre équipe pour votre accueil, votre gentillesse, vos attentions de chaque instant. Quand à la qualité des mets et boissons elle est largement à la hauteur de votre réputation.
Donc, à l’encontre de ce que  certains conseillent,
NE CHANGEZ RIEN! BRAVO, BRAVO, BRAVO!!!!

Joëlle et Jean-Marc"
43,nov. 2022,"5,0","Les viandes sont excellentes, le service est rapide et agréable. Pour tous ceux qui aime la bonne viande c’est un incontournable à Lyon"
44,nov. 2022,"5,0",l’accueil la cuisine belle carte des vins  les quantités la qualité le choix un savoir-faire autant ds la présentation des produits que la cuisson des viandes parfaites belles et excellentes merci pour cette belle soirée à toute l’équipe 💝
45,nov. 2022,"5,0","A Lyon pour un week-end en amoureux au début du mois de novembre, nous voulions manger à l'Argot. Nous avons été accueillis merveilleusement bien par Madame et Monsieur les patrons. Placés juste devant le comptoir, nous nous y sommes très bien sentis, au plus près de la vie de cet établissement, les habitués qui viennent y choisir leur viande maturée, etc. Entrée os à moelle et paté en croute, pièces de boeuf maturé (supers conseils et moi qui croyait avoir déjà gouté à du boeuf maturé, et bien en vérité je n'avais pas idée de ce qu'était un vrai boeuf maturé...merveilleux). Nous avons fini par une tranche de brioche...simple mais tellement bonne, une surprise. Une adresse que je recommande vivement pour la qualité du service et des produits proposés.Nous ne manquerons pas d'y retourner lors de nos prochains séjours lyonnais.
Maïlys et Loïc de Colmar, Alsace"
46,oct. 2022,"5,0","Nous avons dîné en famille pour un repas d anniversaire. Je voudrais souligner la grande gentillesse des patrons et un super accueil. Le cadre est original : manger dans une vraie boucherie derrière  une vitrine garnie de viandes, pâte croute … que de bonnes choses et de très bons conseils de la serveuse. En résumé, un excellent moment !"
47,oct. 2022,"5,0",Meilleure viande de ma vie. Expérience exceptionnelle à l'Argot pour un moment hors du temps. La Rubia Gallega et la Wagyu étaient une tuerie atomique....waooooou quel orgasme gustatif 
48,avr. 2022,"5,0","Un des meilleurs resto de Lyon
Rapport qualité prix au top
Tout était super
Le service les plats de qualité frais bonne viande
Ce fut excellent 
Bravo pour ce bon moment !"
49,juil. 2022,"5,0","Une belle adresse pour qui aime la bonne viande  !  Bien entendu, le prix est assorti... mais quand on aime, on ne compte pas...."
50,sept. 2022,"5,0","Clairement le meilleur resto à viande devant BLO ! Viandes parfaites, accompagnements hyper bons et service au top ! Dommage de voir qu’il y a toujours 2,3 bobos qui critiquent mais n’y connaissent rien ! C’est une tuerie"
51,juin 2022,"1,0","Je trouve que pour le montant de l'addition, le service n'est pas au rendez-vous et le responsable est hautain lorsqu'on lui fait part de nos remarques face aux cuissons! Pas de remise en question, c'est dommage, cela permet d'avancer!"
52,avr. 2022,"2,0","Déçu par :
- des tables excessivement serrées (les serveurs ont du mal à passer)
- une longue attente (plus de 50 minutes un samedi midi) entre notre entrée (un os à moelle excellent) et le plat principal
- la qualité (un foie de veau demandé rosé qui n'était pas cuit au milieu après les 50 minutes d'attente, un ris de veau noyé dans la graisse)
- prix élevés (plus de 50 euros / personne pour 1 os à moelle partagé à 2, 1 plat et 1 verre de vin seulement)
L'accueil et les serveurs font ce qu'ils peuvent pour compenser.

Ceci étant, le lieu est visiblement très à la mode et la salle comble ce midi..."
53,juin 2022,"5,0","Accueil et service très chaleureux !
Bonbons d'onglet, hampe de WAGYU et l'entrecôte, une qualité gustative exceptionnelle accompagnés par des pommes de terres salardaises à tomber.
Et que dire de la brioche perdue au caramel, une tuerie !

Une adresse que nous retiendrons sans hésiter."
54,juin 2022,"2,0","C'est avec une confiance aveugle que nous sommes allés dans ce restaurant où les notes dithyrambiques plaident en leur faveur.

Pour autant et nous ne remettons absolument pas la qualité de la viande en question mais pour le reste....

Un restaurant qui pousse la consommation ou l'on sent que le client n'est qu'un portefeuille. Vous demandez un certain grammage pour la viande et on vous met un supplément conséquent pour augmenter la note. (et sur les viandes les plus chères évidemment.)

Et quand vous faites la remarque au patron, celui ci s'énerve et vous prend presque à parti. 

Concept intéressant mais produits chers et service pas au RV. Ici le patron est roi mais pas le client. 

"
55,avr. 2022,"4,0","Un déjeuner convivial comme on les aime, une viande succulente accompagnée aujourd’hui d’asperges aux morilles, pomme de terres… un fondant chocolat, un service très agréable et surtout un chef qui prend soin de ses clients. Une rencontre avec des voisins de table passionnés de la vie et de la bonne « bouffe » je recommande"
56,avr. 2022,"5,0","Exceptionnel !!! Tout simplement ! On ne peut pas dire mieux concernant ce lieu qui saura ravir tous les vrais amoureux de viande ! Les bonbons d’onglet sont incroyables et la hampe de wagyu tout simplement au delà de nos espérances. L’accueil est excellent, chaleureux, de très bons conseils. On reviendra des que possible malgré les 250kms qui nous séparent de ce restaurant a la hauteur de sa réputation."
57,avr. 2022,"1,0","Boucher ou restaurateur faut choisir !!! Et vue la qualité de la viande exceptionnelle et le service/accueil qui m’a rappelé quand j étais en primaire à la cantine avec aucun sourire et le plat jetée sur la table…avec en prime un pousse à la consommation non dissimulé et goujat !!
Alors oui je vous le dis…allez hop petit tablier blanc on coupe ses côtes de bœuf, on les emballe et on chouchoute sa cliente du 6eme qui vient acheter son steack haché a un prix fou pour son chat le dimanche matin…la on est dans le créneau de l’argot 👍
Pour le reste laissez faire les pros de la restauration…"
58,avr. 2022,"5,0","Excellent machon ! Service, qualité et accueil au top, à refaire sans aucun prétexte ! Nous recommandons fortement ! À faire"
59,avr. 2022,"5,0","Service impeccable, nous étions sur la petite table dehors et craignons d’être oubliés. Tout le contraire : à plusieurs reprises ils sont venus nous demander si ça se passait bien. Nous n’avons attendu à aucun moment c’était très appréciable. 
Os à moelle excellent, le duo de pâté croûte également. 
Hampe Wagyu à tomber. D’une tendreté exceptionnelle. 
Tout cela accompagné d’un St Emilion, nous avons clairement passé un magnifique moment à l’Argot. 
Nous y reviendrons c’est certain (pour déguster les bonbons ;) )
Merci encore pour le service et les plats de qualité"
60,avr. 2022,"5,0","Excellence de la viande
Tres bon accueil
Grand choix de produits de qualité 
Bon accueil 
Je recommande vivement cet excellent restaurant
"
61,avr. 2022,"5,0","Superbe adresse pour les carnaciés!
Boucherie jusqu à 21h30 et resto en même temps. 
Ambiance conviviale mais discrète.
Ici, ça sent bon la France, les bons produits, la qualité.
Biensur, il faut aimer la viande: bœuf, veau, porc, canard parfois gibier…
Viande excellente, de qualité supérieure.
Cuisson parfaite. Les accompagnements sont simples mais bons. C est une cuisine simple, qualitative, et tres goûteuse: les saveurs de la bonne cuisine familiale française. J ai adoré notre expérience chez vous, avec mon mari et mon plus jeune fils.
Le service est efficace, les jeunes en salle sont accueillants et réactifs. 
Tres belle expérience gustative. 
On reviendra ce plaisir. Merci pour ce bon repas.♥️ je vous le conseille de tout mon coeur …. Une épicurienne 😁😉"
62,janv. 2022,"5,0","Accueil souriant et chaleureux
Cadre convivial et ultra sympathique au sein de la boucherie
Viandes à damner les carnivores (Wagyu magnifique) et à convertir les bobos végétariens, jolies garnitures (PdT roties à la graisse de boeuf et purée à la truffe richement garnie)
Service efficace, professionnel et aimable
Jolie carte des vins qui, comme souvent à Lyon, snobbe un peu les Bordeaux
Excellents desserts
Portions généreuses et prix raisonnables pour cette qualité
Niveau sonore modérément élevé permettent sans problème une conversation
En tout cas nettement supérieur et plus sophistiqué, que  d'autres nouvelles enseignes lyonnaise se prétendant ""steakhouse de référence""
A découvrir sans attendre"
63,janv. 2022,"5,0","Avons passé un super moment , l Oreiller du bel argot et le sécréto sont à pleurer d émotion, quand aux viandes maturees elles dont exceptionnelles !! Côté gourmandise la brioche perdue au caramel beurre salé est une «  tuerie »!! Rajouter à ça le super accueil de toute l équipe !!"
64,déc. 2021,"5,0","boucherie où l'on voit travailler le boucher dans le choix et la découpe des morceaux demandés: tout le boeuf est dispo!!
en plus possibilité vitrines avec des viandes maturées longtemps
le tout à emporter ou cuisiné sur place!! reserver surtout pour un petit groupe car la salle est assez petite
un peu cher mais dépense valable
et très beau choix de viande "
65,janv. 2022,"5,0","Intérieur soigné, la décoration y compris, on rentre directement dans l’univers du restaurant. 
Personnel au petit oignons et très aimable.
Service rapide. 
Viande de très bonne qualité."
66,déc. 2021,"5,0","Venus déjeuner ce samedi 4 décembre, nous sommes ressortis repus et enchantés. Avons pris une tranche de pâté croute aux cèpes puis de la viande maturee choisie dans la vitrine : cuisson excellente ! Suivi d'un duo de fromages et une omelette norvégienne flambée devant nous : un vrai régal ! Avons échangé quelques mots avec le patron et sa femme qui sont passionnés par leur métier. Vous nous avez fait passer un bon moment. Bonne continuation à vous !"
67,nov. 2021,"5,0","Viande affinée excellente avec un large choix qui permet quand on est plusieurs de pouvoir échantillonner.
Vraiment excellent avec un très bon rapport qualité prix."
68,juin 2021,"5,0","Suite à de nombreuses recommandations, j'ai décidé de tester l'argot. 

Je ne suis absolument pas déçue ! 

La charcuterie, la viande ainsi que l'omelette norvégienne étaient excellentes. 

Je recommande sans hésiter ! "
69,oct. 2021,"2,0","Comme quoi la note ne fait pas tout! Nous avions réservé par rapport aux commentaires. Bilan: viandes de très bonne qualité mais résultat pas terrible une fois dans l'assiette! 
On trouve bien meilleur sur Lyon et ses alentours"
70,oct. 2021,"5,0","Etant un viandard on m'a conseillé ce restaurant car j'y trouverai mon bonheur. 
Et effectivement j'y ai trouvé mon bonheur . Super viande , assaisonnement parfait . Le service a été parfait avec des serveurs et serveuses super souriant. Je reviendrai évidemment.

je recommande bien sur"
71,sept. 2021,"5,0","C'est toujours extra, l'ambiance est là, les odeurs sont là, le visuel est là. 
On est revenu après de longues années et un covid. 
Et franchement les attentes sont toujours comblées. J'ai retrouvé en plus mon petit plaisir, la brioche perdue."
72,oct. 2021,"5,0","Un restaurant avec un choix et une qualité de viande vraiment exceptionnelle. Je n’ai jamais mangé une viande aussi tendre ! Les accompagnements avec les patates cuitent dans la graisse de bœuf sont excellentes aussi. Et pourtant malgré tout ça les desserts ne sont pas laissé à l’abandon puisqu’ils sont meilleurs que dans beaucoup d’autres resto.
Les prix peuvent paraître un peu élevés mais c’est franchement justifié.
Seul condition pour venir dans ce resto : Ne pas été végan !"
73,oct. 2021,"5,0","Depuis le temps que je voulais y aller. C'est fait, ce midi. Un régal, tout a été parfait. Personnel accueillant. En entrée à partager, on a pris les bonbons, l'oreiller et le duo de pâtés. Un régal... Ensuite Ris de veau, parfait, et un petit dessert pour faire passer tout ça, et le tout avec une bonne bouteille de Bourgogne."
74,sept. 2021,"5,0","Nous y avons emmené des clients et ils ont été ravis!
Les morceaux de viandes sont de premier choix, l'accueil est chaleureux et les quantités sont au rendez-vous. Je reviendrai"
75,sept. 2021,"5,0","Au top !!! 
De retour sur Lyon pour la gastronomie, une étape indispensable… 
De l’accueil à la qualité des plats tout est parfait. 
Un grand merci à Philippe et Audrey pour ce vendredi soir « presque entre amis ». 
A bientôt dès notre retour sur Lyon !!!"
76,juil. 2021,"5,0","Envie de déguster une viande de très bonne qualité,  alors il ne faut pas hésiter de réserver dans cette boucherie/restaurant. Au delà du concept qui est très intéressant et réussi, la qualité est au rendez-vous et excellente. J'ai pu egalement goûter les plats des personnes avec moi et tous étaient délicieux. Je reviendrai lorsque je voudrai me faire vraiment plaisir mais également côté boucherie pour découvrir ce qui n'est pas proposé à la carte du restaurant. "
77,juil. 2021,"4,0","Cela faisait longtemps que l'on me conseillait de venir ici.
Nous avons donc décidé de ne pas faire les choses à moitié :

1/ Entrées 
Rien a redire sur les entrées que nous avons commandées. C'était excellent. 
Secreto, bonbons d'onglet avec ce très bon jus de bœuf et les pâtés en croute.

2/ Plats
Nous avons décidé de faire confiance aux bouchers présents qui nous ont sélectionné de beaux morceaux de races différentes. 
Les viandes sont ensuite emmenés bien découpées et parfaitement préparées.
Néanmoins, cela reste mon avis mais comme les viandes sont préparées avec de l'ail je trouve que cela masque un peu le gout de la viande. C'est dommage pour de belles viandes d'exception comme celles présentées chez L'ARGOT. Je pense qu'on apprécierait encore davantage si elles étaient simplement cuite avec un peu de sel.
Les frites à la graisse de bœuf était très bonnes.

3/ Dessert
Nous avons pris la brioche perdue. Un peu déçu car pour moi c'était plus une brioche toastée. En effet, une fois coupée le cœur était juste une brioche classique rien de plus. Elle mériterait d'être plus trempée dans le mélange.
Nous avons accompagné cela d'une chartreuse (très bonne) et de deux cafés (dont un offert alors que nous venions pour la première fois c'est commerçant)

En résumé, nous avons quand même passé un très bon moment. Le personnel est top, tant pour les conseils sur le choix des plats que pour le service.
Nous reviendrons certainement pour gouter d'autres spécialités."
78,juil. 2021,"5,0","Depuis des mois mon fils me parlait de ce restaurant.
Il vient d avoir son bac et nous y sommes allés.
C etait divin...
Et je vous remercie pour la petite attention pour son bac.
Je recommande vivement ce restaurant et j y retournerai au plus vite.
Bravo à vous. "
79,juil. 2021,"5,0","Accueil très souriant et service impeccable.
Nous avons débuté avec les fameux bonbons ... Un régal pour les papilles.
Ensuite un coeur d Aloyau Limousin pour ma part et un pluma ibérique bellota pour mon fils.
Deux belles pièces, d un goût inégalable. 
Adresse incoutournable pour les amoureux de la viande d excellence"
80,sept. 2020,"5,0","Top concept 
Resto boucherie ça fait du bien à l époque du tout vegan rien de tel qu une bonne Entrecôte ou cote de bœuf ....ou bœuf de Kobe "
81,oct. 2020,"5,0","Merci merci pour m avoir fait redécouvrir la viande de qualité .
Il y a un choix délirant de viande classique ou maturé  un personnel très accueillant et de très bon conseil . L entrecôte de waygu était tout simplement divine  plus tendre que du beurre la cuisson parfaite  . Les desserts très gourmands   . Vraiment je le recommande vivement pour les amateurs de viande . Attention tout comme produit  d excellence il faut compter un certain budget . Mais c est un restaurant a faire quand on aime la viand"
82,oct. 2020,"5,0","Un régal du début à la fin.
Une cuisson impeccable. Des viandes gourmandes et savoureuses. Un service formidable. 
Aucune fausse note et une envie de revenir très très vite. 
Merci à toute l'équipe."
83,sept. 2020,"5,0","Pour les amateurs de viande ! La hampe Wagyu était une tuerie, le dessert était parfait, le tout accompagné de supers vins. Courrez-y !"
84,sept. 2020,"5,0","Ils ont la viande de qualité et ils savent la cuire! Que demander de plus pour un restaurant de viande. Vous pourrez même choisir quelle viande mâturée exposée dans la vitrine vous voulez déguster. Vous pouvez aussi acheter de la viande pour chez vous puisque c'est une boucherie. Top!!
Mais comme l'établissement est petit et familial c'est vite complet, pensez à réserver !!"
85,sept. 2020,"5,0","Une soirée très agréable entre le service impeccable,
(nous avions une serveuse très souriante et attentionnée) et la nourriture succulente (aussi bien la viande cuite à la perfection que le dessert). 
Je recommande cette adresse. Bien penser à réserver avant car le restaurant est toujours complet."
86,août 2020,"5,0",Quel régal ! Incontournable. La viande est divine. Le service très agréable. Le vin est exquis. J’ai hâte d’y retourner dès que possible !
87,août 2020,"5,0",L’argot est une magnifique découverte. Des surprises comme un tartare de veau ou un jamon de côte de bœuf mariné au Gin. Belle carte des vins
88,févr. 2020,"4,0","une équipe au top qui vous reçoit, une viande de boeuf de France et d'ailleurs excellente. L'avantage est que vous pouvez passer uniquement à la boucherie pour cuisiner à la maison. Pensez à réserver notamment le samedi!"
